-4.950000000002845013e+00 1.342507930314309345e-02 0.000000000000000000e+00
-4.900000000002847855e+00 8.896115189988552940e-02 0.000000000000000000e+00
-4.850000000002850697e+00 1.629183340454983253e-01 0.000000000000000000e+00
-4.800000000002853540e+00 2.334503167279867453e-01 0.000000000000000000e+00
-4.750000000002856382e+00 2.987804924848191934e-01 0.000000000000000000e+00
-4.700000000002859224e+00 3.572468470903123472e-01 0.000000000000000000e+00
-4.650000000002862066e+00 4.073439871586332917e-01 0.000000000000000000e+00
-4.600000000002864908e+00 4.477619985741617681e-01 0.000000000000000000e+00
-4.550000000002867750e+00 4.774203795969715891e-01 0.000000000000000000e+00
-4.500000000002870593e+00 4.954969276713828696e-01 0.000000000000000000e+00
-4.450000000002873435e+00 5.014500578796615704e-01 0.000000000000000000e+00
-4.400000000002876277e+00 4.950347070272247407e-01 0.000000000000000000e+00
-4.350000000002879119e+00 4.763106142772375873e-01 0.000000000000000000e+00
-4.300000000002881961e+00 4.456434722266663928e-01 0.000000000000000000e+00
-4.250000000002884804e+00 4.036981016095591568e-01 0.000000000000000000e+00
-4.200000000002887646e+00 3.514245157542758013e-01 0.000000000000000000e+00
-4.150000000002890488e+00 2.900364046280637931e-01 0.000000000000000000e+00
-4.100000000002893330e+00 2.209832727500128102e-01 0.000000000000000000e+00
-4.050000000002896172e+00 1.459161147786262047e-01 0.000000000000000000e+00
-4.000000000002899014e+00 6.664819032329380444e-02 0.000000000000000000e+00
-3.950000000002901857e+00 -1.488892255283765648e-02 0.000000000000000000e+00
-3.900000000002904699e+00 -9.669218075208890761e-02 0.000000000000000000e+00
-3.850000000002907541e+00 -1.767364502209843868e-01 0.000000000000000000e+00
-3.800000000002910383e+00 -2.530244346177996095e-01 0.000000000000000000e+00
-3.750000000002913225e+00 -3.236366765130312406e-01 0.000000000000000000e+00
-3.700000000002916067e+00 -3.867796314356735654e-01 0.000000000000000000e+00
-3.650000000002918910e+00 -4.408313591217264960e-01 0.000000000000000000e+00
-3.600000000002921752e+00 -4.843829218956351434e-01 0.000000000000000000e+00
-3.550000000002924594e+00 -5.162751821339709446e-01 0.000000000000000000e+00
-3.500000000002927436e+00 -5.356292943972490450e-01 0.000000000000000000e+00
-3.450000000002930278e+00 -5.418708397690980005e-01 0.000000000000000000e+00
-3.400000000002933120e+00 -5.347462008482534168e-01 0.000000000000000000e+00
-3.350000000002935963e+00 -5.143314645081785708e-01 0.000000000000000000e+00
-3.300000000002938805e+00 -4.810328223301533201e-01 0.000000000000000000e+00
-3.250000000002941647e+00 -4.355791468720469628e-01 0.000000000000000000e+00
-3.200000000002944489e+00 -3.790061180776397309e-01 0.000000000000000000e+00
-3.150000000002947331e+00 -3.126329825249412608e-01 0.000000000000000000e+00
-3.100000000002950173e+00 -2.380317177334761169e-01 0.000000000000000000e+00
-3.050000000002953016e+00 -1.569900623149960428e-01 0.000000000000000000e+00
-3.000000000002955858e+00 -7.146853611627157488e-02 0.000000000000000000e+00
-2.950000000002958700e+00 1.644677532515105220e-02 0.000000000000000000e+00
-2.900000000002961542e+00 1.045952776560966219e-01 0.000000000000000000e+00
-2.850000000002964384e+00 1.907947750447199220e-01 0.000000000000000000e+00
-2.800000000002967226e+00 2.728956734050214661e-01 0.000000000000000000e+00
-2.750000000002970069e+00 3.488343923910451339e-01 0.000000000000000000e+00
-2.700000000002972911e+00 4.166853990432442534e-01 0.000000000000000000e+00
-2.650000000002975753e+00 4.747098115563759269e-01 0.000000000000000000e+00
-2.600000000002978595e+00 5.214000862144070325e-01 0.000000000000000000e+00
-2.550000000002981437e+00 5.555189017371647831e-01 0.000000000000000000e+00
-2.500000000002984279e+00 5.761319786393830356e-01 0.000000000000000000e+00
-2.450000000002987122e+00 5.826332290278435355e-01 0.000000000000000000e+00
-2.400000000002989964e+00 5.747623025040721201e-01 0.000000000000000000e+00
-2.350000000002992806e+00 5.526132937326013739e-01 0.000000000000000000e+00
-2.300000000002995648e+00 5.166350775567922771e-01 0.000000000000000000e+00
-2.250000000002998490e+00 4.676224608054941889e-01 0.000000000000000000e+00
-2.200000000003001333e+00 4.066990502490624437e-01 0.000000000000000000e+00
-2.150000000003004175e+00 3.352914617398684571e-01 0.000000000000000000e+00
-2.100000000003007017e+00 2.550961944144421456e-01 0.000000000000000000e+00
-2.050000000003009859e+00 1.680392003007777357e-01 0.000000000000000000e+00
-2.000000000003012701e+00 7.622984622769152230e-02 0.000000000000000000e+00
-1.950000000003015543e+00 -1.809036746193832049e-02 0.000000000000000000e+00
-1.900000000003018386e+00 -1.126023507643340166e-01 0.000000000000000000e+00
-1.850000000003021228e+00 -2.049666371691863664e-01 0.000000000000000000e+00
-1.800000000003024070e+00 -2.928811207413514750e-01 0.000000000000000000e+00
-1.750000000003026912e+00 -3.741386248461152086e-01 0.000000000000000000e+00
-1.700000000003029754e+00 -4.466821296974949340e-01 0.000000000000000000e+00
-1.650000000003032596e+00 -5.086570088969087911e-01 0.000000000000000000e+00
-1.600000000003035439e+00 -5.584582167602321068e-01 0.000000000000000000e+00
-1.550000000003038281e+00 -5.947719581454902205e-01 0.000000000000000000e+00
-1.500000000003041123e+00 -6.166100297544577780e-01 0.000000000000000000e+00
-1.450000000003043965e+00 -6.233366688262749200e-01 0.000000000000000000e+00
-1.400000000003046807e+00 -6.146864549697143021e-01 0.000000000000000000e+00
-1.350000000003049649e+00 -5.907734990074684500e-01 0.000000000000000000e+00
-1.300000000003052492e+00 -5.520908968118869442e-01 0.000000000000000000e+00
-1.250000000003055334e+00 -4.995011351970809477e-01 0.000000000000000000e+00
-1.200000000003058176e+00 -4.342168936043751537e-01 0.000000000000000000e+00
-1.150000000003061018e+00 -3.577733927434915695e-01 0.000000000000000000e+00
-1.100000000003063860e+00 -2.719921875567360425e-01 0.000000000000000000e+00
-1.050000000003066702e+00 -1.789379847973363857e-01 0.000000000000000000e+00
-1.000000000003069545e+00 -8.086877909889314542e-02 0.000000000000000000e+00
-9.500000000030723868e-01 1.981876103620211840e-02 0.000000000000000000e+00
-9.000000000030752290e-01 1.206480640618651651e-01 0.000000000000000000e+00
-8.500000000030780711e-01 2.191234144279110840e-01 0.000000000000000000e+00
-8.000000000030809133e-01 3.127919353193083785e-01 0.000000000000000000e+00
-7.500000000030837555e-01 3.993045285413278633e-01 0.000000000000000000e+00
-7.000000000030865976e-01 4.764749827100684398e-01 0.000000000000000000e+00
-6.500000000030894398e-01 5.423350362127320468e-01 0.000000000000000000e+00
-6.000000000030922820e-01 5.951847330503727829e-01 0.000000000000000000e+00
