-5.00000000	-0.00000285	0.00000035
-4.95000000	-0.00000178	0.00000024
-4.90000000	-0.00000061	0.00000023
-4.85000000	0.00000080	-0.00000004
-4.80000000	0.00000243	-0.00000026
-4.75000000	0.00000391	-0.00000041
-4.70000000	0.00000541	-0.00000059
-4.65000000	0.00000652	-0.00000076
-4.60000000	0.00000743	-0.00000069
-4.55000000	0.00000804	-0.00000081
-4.50000000	0.00000828	-0.00000068
-4.45000000	0.00000772	-0.00000041
-4.40000000	0.00000677	-0.00000061
-4.35000000	0.00000571	-0.00000037
-4.30000000	0.00000406	-0.00000022
-4.25000000	0.00000188	-0.00000004
-4.20000000	-0.00000017	0.00000007
-4.15000000	-0.00000268	0.00000050
-4.10000000	-0.00000518	0.00000072
-4.05000000	-0.00000752	0.00000091
-4.00000000	-0.00000921	0.00000092
-3.95000000	-0.00001092	0.00000111
-3.90000000	-0.00001165	0.00000128
-3.85000000	-0.00001196	0.00000137
-3.80000000	-0.00001131	0.00000100
-3.75000000	-0.00001017	0.00000081
-3.70000000	-0.00000846	0.00000083
-3.65000000	-0.00000615	0.00000058
-3.60000000	-0.00000373	0.00000010
-3.55000000	-0.00000092	-0.00000001
-3.50000000	0.00000179	-0.00000023
-3.45000000	0.00000471	-0.00000051
-3.40000000	0.00000744	-0.00000056
-3.35000000	0.00000974	-0.00000084
-3.30000000	0.00001141	-0.00000105
-3.25000000	0.00001298	-0.00000097
-3.20000000	0.00001376	-0.00000104
-3.15000000	0.00001344	-0.00000093
-3.10000000	0.00001283	-0.00000091
-3.05000000	0.00001155	-0.00000057
-3.00000000	0.00000984	-0.00000057
-2.95000000	0.00000746	-0.00000058
-2.90000000	0.00000496	-0.00000004
-2.85000000	0.00000217	0.00000013
-2.80000000	-0.00000041	0.00000023
-2.75000000	-0.00000312	0.00000069
-2.70000000	-0.00000548	0.00000068
-2.65000000	-0.00000752	0.00000052
-2.60000000	-0.00000914	0.00000103
-2.55000000	-0.00001034	0.00000077
-2.50000000	-0.00001088	0.00000097
-2.45000000	-0.00001101	0.00000079
-2.40000000	-0.00001042	0.00000068
-2.35000000	-0.00000941	0.00000068
-2.30000000	-0.00000789	0.00000024
-2.25000000	-0.00000603	0.00000036
-2.20000000	-0.00000406	0.00000030
-2.15000000	-0.00000208	0.00000010
-2.10000000	0.00000019	0.00000014
-2.05000000	0.00000212	0.00000002
-2.00000000	0.00000390	-0.00000004
-1.95000000	0.00000520	-0.00000030
-1.90000000	0.00000611	-0.00000043
-1.85000000	0.00000665	-0.00000010
-1.80000000	0.00000681	-0.00000022
-1.75000000	0.00000686	-0.00000015
-1.70000000	0.00000652	-0.00000011
-1.65000000	0.00000582	-0.00000029
-1.60000000	0.00000542	-0.00000009
-1.55000000	0.00000439	0.00000011
-1.50000000	0.00000355	-0.00000004
-1.45000000	0.00000258	-0.00000015
-1.40000000	0.00000146	-0.00000005
-1.35000000	0.00000039	0.00000012
-1.30000000	-0.00000055	-0.00000000
-1.25000000	-0.00000137	0.00000001
-1.20000000	-0.00000184	0.00000010
-1.15000000	-0.00000200	-0.00000019
-1.10000000	-0.00000204	-0.00000001
-1.05000000	-0.00000216	0.00000005
-1.00000000	-0.00000194	0.00000002
-0.95000000	-0.00000158	-0.00000012
-0.90000000	-0.00000135	-0.00000003
-0.85000000	-0.00000092	0.00000015
-0.80000000	-0.00000048	0.00000024
-0.75000000	-0.00000030	0.00000023
-0.70000000	0.00000037	0.00000018
-0.65000000	0.00000054	0.00000022
-0.60000000	0.00000047	0.00000036
-0.55000000	0.00000039	0.00000013
-0.50000000	0.00000066	0.00000029
-0.45000000	0.00000044	0.00000032
-0.40000000	0.00000046	0.00000038
-0.35000000	0.00000026	0.00000041
-0.30000000	0.00000030	0.00000010
-0.25000000	0.00000026	0.00000036
-0.20000000	0.00000034	-0.00000002
-0.15000000	0.00000016	-0.00000002
-0.10000000	0.00000022	-0.00000010
-0.05000000	0.00000000	-0.00000006
0.00000000	0.00000003	-0.00000018
0.05000000	0.00000005	-0.00000031
0.10000000	0.00000014	-0.00000041
0.15000000	0.00000029	-0.00000003
0.20000000	0.00000046	-0.00000073
0.25000000	0.00000028	-0.00000043
0.30000000	0.00000018	-0.00000034
0.35000000	-0.00000001	-0.00000016
0.40000000	0.00000004	0.00000006
0.45000000	-0.00000005	-0.00000000
0.50000000	0.00000027	-0.00000006
0.55000000	0.00000048	0.00000008
0.60000000	0.00000034	0.00000033
0.65000000	0.00000016	0.00000050
0.70000000	0.00000027	0.00000034
0.75000000	0.00000018	0.00000014
0.80000000	0.00000003	0.00000044
0.85000000	-0.00000014	0.00000032
0.90000000	0.00000010	0.00000036
0.95000000	0.00000001	0.00000050
1.00000000	0.00000065	0.00000014
1.05000000	0.00000141	0.00000014
1.10000000	0.00000198	-0.00000006
1.15000000	0.00000305	-0.00000010
1.20000000	0.00000355	-0.00000014
1.25000000	0.00000398	-0.00000052
1.30000000	0.00000446	-0.00000046
1.35000000	0.00000488	-0.00000076
1.40000000	0.00000477	-0.00000058
1.45000000	0.00000440	-0.00000062
1.50000000	0.00000384	-0.00000036
1.55000000	0.00000254	-0.00000027
1.60000000	0.00000142	-0.00000019
1.65000000	0.00000020	-0.00000022
1.70000000	-0.00000120	0.00000015
1.75000000	-0.00000306	0.00000033
1.80000000	-0.00000493	0.00000063
1.85000000	-0.00000641	0.00000056
1.90000000	-0.00000798	0.00000093
1.95000000	-0.00000934	0.00000095
2.00000000	-0.00001019	0.00000122
2.05000000	-0.00001036	0.00000089
2.10000000	-0.00000992	0.00000094
2.15000000	-0.00000872	0.00000090
2.20000000	-0.00000683	0.00000088
2.25000000	-0.00000444	0.00000044
2.30000000	-0.00000196	0.00000021
2.35000000	0.00000087	-0.00000007
2.40000000	0.00000413	-0.00000019
2.45000000	0.00000651	-0.00000048
2.50000000	0.00000909	-0.00000088
2.55000000	0.00001186	-0.00000096
2.60000000	0.00001319	-0.00000122
2.65000000	0.00001463	-0.00000109
2.70000000	0.00001507	-0.00000120
2.75000000	0.00001430	-0.00000076
2.80000000	0.00001331	-0.00000075
2.85000000	0.00001130	-0.00000086
2.90000000	0.00000875	-0.00000057
2.95000000	0.00000567	-0.00000034
3.00000000	0.00000212	0.00000006
